,,, Q1, Q2, Q3, Q4, Q5, Q6, Q7, Q8, Q9, Q10, Q11, Q12, Q13, Q14, Q15, Q16, Q17, Q18, Q19, Q20, Q21,Q22,Q23,, Q25, Q26, Q27, Q28,, Q30, Q31, Q32, Q33, Q34, Q35, Q36, Q37, Q38, Q39,,,, Q43, Q44, Q45, Q46, Q47
109272462,,,3,2,3,2,2,2,2,2,1,2,0,Don't know what it is,2,1,2,2,2,2,2,2,2,2,1,,1,2,2,Don't know what it is,,1,2,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,2,,Don't know what it is,,,,1,1,1,2,Don't know what it is
109351869,,,Other: ,Other: ,2,2,2,2,2,Other: ,2,2,1,Other: ,1,1,2,2,2,2,Other: ,2,2,1,Don't know what it is,,1,0,0,1,,1,2,2,2,Other: ,2,2,2,2,2,,,,Other: ,0,Other: ,3,0
109352913,,,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,,,1,2,1,0,,1,1,1,2,,0,1,2,2,,0,1,3,,2,,,,0,0,,2,1
109469508,,,2,2,,2,2,2,2,2,3,2,,2,2,2,3,3,3,,2,1,2,3,2,,,2,2,2,,2,2,2,2,2,,2,2,1,2,,,,Other: ,Other,2,3,2
109902219,,,1,1,1,2,Don't know what it is,2,1,0,2,1,Don't know what it is,Don't know what it is,Don't know what it is,0,Other,2,1,1,0,2,Don't know,Other: ,1,,0,1,0,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,0,0,0,1,Other: 
109903416,,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,0,,1,1,1,2,,0,0,1,1,0,0,3,1,1,1,,,,1,1,1,2,2
109906188,,,2,1,1,1,1,Don't know what it is,Don't know what it is,0,Don't know what it is,Don't know what it is,0,0,1,0,1,1,Don't know what it is,Don't know what it is,1,3,Don't know,1,0,,0,1,0,0,,0,1,Don't know what it is,Don't know what it is,0,0,0,0,1,0,,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,0
109935564,,,2,2,2,2,2,2,2,1,1,2,Don't know what it is,1,2,2,2,2,2,2,2,1,2,3,1,,1,1,1,1,,1,1,2,2,2,Don't know what it is,3,1,2,2,,,,0,0,0,1,2
110066343,,,2,2,3,3,2,2,3,2,3,3,3,Don't know what it is,Don't know what it is,3,2,2,2,1,Don't know what it is,Other,Don't know,2,2,,Don't know what it is,2,2,2,,2,3,2,3,2,2,2,3,3,3,,,,1,Don't know what it is,1,3,3
110066442,,,3,3,3,2,2,2,2,3,3,3,3,Don't know what it is,3,3,3,2,2,2,3,1,Don't know,2,2,,2,2,2,2,,3,3,3,3,2,2,2,2,2,3,,,,1,1,1,3,1
110066640,,,2,2,2,Don't know what it is,2,Don't know what it is,Don't know what it is,2,Don't know what it is,2,1,Don't know what it is,2,2,2,2,2,2,2,1,Don't know,2,1,,2,2,2,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,1,1,1,1,2
110067603,,,3,3,2,2,2,2,2,,3,2,3,3,3,3,2,2,3,3,3,2,2,1,Don't know what it is,,0,2,2,3,,1,2,2,2,2,2,3,3,2,1,,,,1,2,1,2,1
110068485,,,2,2,2,1,1,1,3,1,1,1,1,0,3,2,2,2,1,1,2,1,2,2,0,,2,2,2,Other: ,,0,0,2,0,2,1,3,3,2,1,,,,0,0,1,2,2
110068629,,,2,2,2,1,2,2,2,0,1,1,Don't know what it is,,1,2,1,1,1,1,1,1,1,2,0,,1,1,1,1,,0,0,1,3,3,3,2,2,1,1,,,,2,2,2,2,2
110214699,,,3,1,2,2,3,1,Don't know what it is,2,2,3,,1,3,3,2,2,1,2,3,1,2,3,3,,1,2,1,1,,1,1,3,3,2,3,3,3,1,1,,,,0,0,0,2,2
110224923,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,3,3,3,3,2,2,2,2,2,1,0,2,1,2,2,1,,2,2,2,2,,1,2,2,2,2,1,2,2,2,2,,,,2,1,2,2,3
110224968,,,3,3,3,2,1,2,3,,2,3,3,2,2,3,3,3,2,2,3,1,3,3,1,,3,3,2,2,,2,2,3,2,3,2,3,3,3,3,,,,3,3,3,2,3
110225157,,,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,0,,2,2,1,2,,1,1,1,1,1,2,1,2,1,1,,,,2,1,1,3,0
110227308,,,3,3,3,3,2,2,3,2,3,2,2,2,3,3,2,2,3,3,3,1,2,3,2,,2,3,2,3,,2,2,2,2,2,3,2,3,3,3,,,,1,1,1,2,2
110227452,,,Other: ,Other: ,Other: ,Other: ,Other: ,Other: ,2,Other: ,Other: ,Other: ,Other: ,Other: ,2,Other: ,Other: ,Other: ,Other: ,Other: ,Other: ,Other: ,1,1,Don't know what it is,,1,Other: ,Other: ,Don't know what it is,,Other: ,Other: ,Other: ,Other: ,Other: ,Other: ,Other: ,Other: ,Other: ,Other: ,,,,2,1,2,2,2
110229387,,,2,2,2,0,0,1,0,2,2,2,2,2,2,2,1,1,,0,2,2,Don't know,1,0,,0,0,0,0,,1,0,1,Other: ,2,1,2,0,1,1,,,,3,3,2,3,0
110270733,,,2,Other: ,2,2,1,1,1,Other: ,1,1,1,1,3,2,2,2,Other: ,2,2,1,Other: ,1,Don't know what it is,,2,Other: ,2,Don't know what it is,,1,1,2,2,2,2,3,2,2,1,,,,1,2,2,2,1
110342724,,,2,2,1,2,1,2,1,2,1,2,Don't know what it is,Don't know what it is,2,2,2,2,1,1,2,2,2,1,0,,0,1,0,Don't know what it is,,Don't know what it is,Don't know what it is,1,Don't know what it is,Don't know what it is,Don't know what it is,2,2,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,3,1
110344047,,,2,2,2,1,1,2,2,1,2,3,2,2,3,3,2,2,1,1,2,2,2,1,0,,2,3,3,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,2,2,2,2,1
110344209,,,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,1,,3,2,3,3,,2,2,2,2,2,2,3,2,2,2,,,,2,2,2,2,3
110347251,,,Other: ,Other: ,Other: ,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Other: ,Don't know,Don't know what it is,Don't know what it is,,Don't know what it is,Don't know what it is,,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,2,1
110367411,,,2,2,Don't know what it is,2,2,2,2,Don't know what it is,Other: ,2,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,3,3,2,2,Don't know what it is,2,Don't know,1,1,,Don't know what it is,Don't know what it is,Don't know what it is,2,,2,0,2,1,2,Don't know what it is,3,2,Don't know what it is,1,,,,Don't know what it is,0,Don't know what it is,3,2
110494374,,,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,,,,Don't know what it is,Don't know what it is,Don't know what it is,3,3
110514606,,,3,3,2,2,2,1,2,2,3,3,3,2,3,3,3,3,3,3,3,2,3,2,1,,3,3,3,2,,2,2,3,2,3,3,3,3,3,3,,,,2,2,2,2,2
110516028,,,2,0,1,2,Don't know what it is,2,0,1,2,Other: ,0,2,2,0,2,1,2,2,0,2,Don't know,0,0,,0,0,0,0,,0,0,1,0,0,Other: ,2,2,1,1,,,,0,0,1,3,2
110516685,,,3,2,2,1,2,1,1,2,2,1,2,Don't know what it is,2,2,2,3,3,2,2,2,2,0,0,,0,2,1,Don't know what it is,,0,0,2,2,Don't know what it is,2,3,2,2,2,,,,2,2,2,2,3
110528376,,,3,2,3,2,2,1,Don't know what it is,1,Don't know what it is,2,2,2,3,1,2,2,3,2,1,1,2,0,0,,Don't know what it is,Don't know what it is,Other,Don't know what it is,,1,3,2,2,3,2,0,3,2,2,,,,3,3,3,3,Don't know what it is
110529456,,,3,3,2,3,2,2,2,2,3,3,1,1,3,3,2,2,2,2,1,1,2,3,1,,2,2,3,1,,1,1,2,2,Don't know what it is,0,3,3,2,2,,,,3,2,3,2,3
110533092,,,2,2,2,1,1,,1,1,1,1,1,1,1,,1,1,Other: ,Other: ,1,3,Don't know,1,0,,1,1,1,1,,0,0,1,1,1,1,1,1,1,1,,,,0,0,0,1,0
110534766,,,3,1,Other: ,Other: ,0,1,Don't know what it is,0,Don't know what it is,Don't know what it is,3,0,3,0,1,1,1,0,0,2,2,1,Don't know what it is,,0,Other: ,1,Don't know what it is,,0,0,2,0,Don't know what it is,0,3,2,3,3,,,,3,0,0,Don't know what it is,3
110535036,,,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,1,0,,1,1,1,1,,1,1,1,1,1,2,1,1,1,1,,,,1,1,1,Other: ,2
110549472,,,3,2,2,0,1,2,0,1,2,Don't know what it is,Don't know what it is,1,2,2,2,2,3,3,1,2,2,2,Don't know what it is,,2,2,1,Don't know what it is,,1,1,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,0,2,2,2,,,,2,2,2,2,2
110619528,,,1,1,0,2,0,0,2,0,Don't know what it is,0,Don't know what it is,Don't know what it is,Don't know what it is,0,1,1,1,1,Don't know what it is,1,1,1,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,0,Don't know what it is,2,0,,,,1,1,1,Don't know what it is,0
110620221,,,3,2,3,2,2,3,1,2,1,2,1,2,2,3,1,1,2,2,3,2,2,0,Don't know what it is,,1,2,0,Don't know what it is,,2,2,2,2,3,2,3,2,2,2,,,,2,2,2,2,0
110620275,,,2,2,2,2,Don't know what it is,2,1,0,Don't know what it is,2,2,Don't know what it is,2,2,2,2,2,2,2,2,Don't know,3,0,,Don't know what it is,2,2,Don't know what it is,,Other: ,2,2,2,2,2,2,2,2,2,,,,2,2,2,2,2
110621049,,,1,Don't know what it is,0,0,2,2,1,2,3,0,2,Don't know what it is,0,0,1,1,1,1,0,2,Don't know,1,0,,0,0,0,0,,1,2,2,2,2,2,1,1,Don't know what it is,1,,,,2,2,Don't know what it is,2,2
110623272,,,3,3,3,3,3,Don't know what it is,3,1,1,Don't know what it is,Don't know what it is,Don't know what it is,3,3,Don't know what it is,3,Don't know what it is,Don't know what it is,3,1,Don't know,2,Don't know what it is,,3,3,3,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2
110623470,,,3,2,2,1,1,2,1,Don't know what it is,1,2,2,2,3,3,Don't know what it is,1,2,2,3,1,2,1,Don't know what it is,,3,2,1,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,2,2,2,,,,2,1,1,3,2
110635791,,,2,2,1,1,1,0,2,0,2,3,2,0,3,2,1,1,1,1,1,1,2,2,0,,0,2,0,Don't know what it is,,0,0,Don't know what it is,Don't know what it is,1,1,0,Don't know what it is,Don't know what it is,Don't know what it is,,,,0,0,0,Other: ,0
110636079,,,3,2,3,3,2,3,3,2,2,3,3,2,3,3,3,3,3,3,3,Other: ,2,2,2,,2,3,3,3,,3,3,3,3,3,Other: ,3,3,3,3,,,,2,2,2,2,2
110636205,,,2,2,2,1,2,1,1,3,2,3,2,2,3,3,2,2,2,2,2,1,2,2,Don't know what it is,,2,3,2,Don't know what it is,,Don't know what it is,Don't know what it is,2,Don't know what it is,Don't know what it is,Don't know what it is,3,3,3,3,,,,3,3,3,2,3
110636205,,,3,3,3,2,2,1,1,3,2,3,2,2,3,3,3,2,2,2,2,1,2,2,1,,2,2,2,2,,Don't know what it is,2,2,1,2,2,2,1,2,1,,,,3,3,3,2,2
110743278,,,3,3,2,2,3,2,2,1,2,3,2,2,3,3,2,2,3,3,2,2,2,3,2,,2,2,2,2,,2,2,2,2,2,3,3,3,3,2,,,,3,3,3,2,2
110746626,,,Other: ,Don't know what it is,Don't know what it is,2,Don't know what it is,Other: ,Don't know what it is,2,2,2,Don't know what it is,Don't know what it is,Don't know what it is,0,0,Don't know what it is,1,1,0,2,Don't know,1,0,,0,2,Other: ,Don't know what it is,,2,2,Don't know what it is,Don't know what it is,Other: ,Other: ,0,2,2,2,,,,2,2,Don't know what it is,3,3
110759379,,,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,Don't know,2,1,,2,2,3,2,,1,1,2,2,2,2,2,2,2,1,,,,2,1,1,2,1
110778162,,,2,2,0,3,3,2,3,3,2,2,0,1,1,2,2,2,1,1,0,2,2,2,0,,2,2,2,2,,2,2,2,2,2,1,3,3,3,2,,,,3,3,3,2,3
110779854,,,2,2,2,2,Other: ,2,Other: ,1,1,2,Other: ,3,2,2,Other: ,1,Other: ,2,2,3,Don't know,1,0,,1,Other,1,Don't know what it is,,2,2,2,2,2,Other: ,2,2,2,2,,,,2,Other,1,2,2
110790978,,,2,2,3,2,1,2,Don't know what it is,1,1,3,1,3,2,2,2,2,3,3,2,1,Don't know,2,Don't know what it is,,2,Don't know what it is,2,Don't know what it is,,1,1,2,2,Don't know what it is,2,2,2,2,2,,,,1,1,2,3,1
110791851,,,2,3,3,Don't know what it is,Don't know what it is,3,2,Don't know what it is,2,2,2,2,3,2,Don't know what it is,2,2,2,1,1,2,Don't know what it is,0,,1,2,2,Don't know what it is,,2,2,2,2,Don't know what it is,1,3,2,2,2,,,,2,2,2,2,2
110792364,,,Other: ,Other: ,Other: ,1,Other: ,2,1,2,1,2,2,2,Other: ,2,2,2,2,2,2,1,2,1,1,,2,2,2,2,,1,1,2,1,Don't know what it is,Don't know what it is,2,2,2,Don't know what it is,,,,2,2,2,2,Other: 
110793084,,,2,2,2,3,3,3,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,0,,2,3,3,3,,2,2,2,2,2,1,3,3,2,2,,,,2,2,2,2,2
110819256,,,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,,3,3,3,3,,3,3,3,3,Don't know what it is,3,3,3,3,3,,,,3,3,3,2,3
110820066,,,2,,1,1,2,2,2,2,2,2,2,Don't know what it is,2,2,2,2,2,1,2,1,1,2,1,,2,2,2,2,,0,2,2,1,2,2,2,2,,2,,,,2,,1,3,2
110822145,,,3,2,2,2,2,1,2,0,3,2,1,0,3,3,3,2,1,2,3,1,3,3,1,,3,3,3,3,,1,2,2,1,1,1,3,3,3,2,,,,1,1,2,2,3
110837571,,,3,2,1,Other: ,3,3,1,3,3,3,3,1,3,3,1,Don't know what it is,Don't know what it is,Don't know what it is,2,1,2,1,0,,0,2,0,Don't know what it is,,2,2,2,2,Other: ,Other: ,0,Other: ,2,2,,,,2,2,2,3,3
110854770,,,2,2,1,Don't know what it is,1,2,2,1,Don't know what it is,1,Don't know what it is,Don't know what it is,2,0,1,1,1,1,1,2,Don't know,1,Don't know what it is,,1,1,1,Don't know what it is,,1,1,1,Don't know what it is,Don't know what it is,Don't know what it is,2,2,Don't know what it is,2,,,,1,1,1,3,2
110855058,,,2,2,2,1,2,3,1,3,2,Don't know what it is,3,Other: ,3,3,2,2,3,3,2,2,Don't know,1,Don't know what it is,,1,Don't know what it is,3,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,3,,,,3,3,3,2,0
110855562,,,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,,2,2,1,2,,1,1,2,2,1,1,1,2,2,1,,,,2,1,1,3,3
110855661,,,2,2,2,2,3,2,2,2,3,2,2,3,3,3,2,2,2,2,1,2,2,1,1,,2,2,1,2,,1,2,2,2,Don't know what it is,2,2,2,2,1,,,,1,1,2,2,3
110862915,,,2,2,2,2,2,3,1,2,2,2,2,2,2,0,2,2,2,2,1,1,2,2,1,,1,2,2,2,,2,2,2,2,2,3,2,3,2,2,,,,2,2,2,2,3
110865948,,,2,2,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,2,3,Don't know what it is,,2,2,2,2,,3,3,3,2,2,2,3,3,3,2,,,,2,2,3,3,2
110866047,,,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,,,,2,2,2,3,3
110870601,,,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,2,2,1,1,,2,2,2,2,,2,2,2,2,2,2,3,2,3,3,,,,2,2,3,2,2
110870628,,,2,2,3,2,3,2,1,3,2,2,3,2,3,3,2,3,2,3,2,1,2,2,1,,2,3,1,2,,2,2,2,1,2,2,2,2,2,3,,,,1,2,,2,3
110870673,,,2,2,2,1,1,1,Don't know what it is,1,2,2,1,Don't know what it is,1,1,1,1,2,2,2,2,2,2,0,,1,1,1,1,,0,0,1,1,2,1,2,2,1,1,,,,0,0,0,2,2
110870817,,,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,1,Don't know,2,1,,1,1,1,2,,1,2,,1,1,1,1,2,1,2,,,,1,1,0,2,1
110870844,,,2,2,1,1,2,3,1,2,2,2,1,1,1,2,2,3,3,3,2,1,2,2,Don't know what it is,,2,2,2,2,,1,1,1,1,1,Don't know what it is,2,2,2,2,,,,2,2,2,3,3
110870997,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,Don't know,Don't know what it is,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,2,0,0,2,1
110871024,,,2,2,2,2,1,2,2,3,3,2,2,2,2,2,2,2,3,2,2,1,2,3,2,,2,2,1,1,,2,2,2,2,1,2,3,3,2,2,,,,2,2,2,2,1
110871402,,,2,3,2,1,3,1,1,2,2,2,1,1,2,2,1,2,3,2,2,1,2,3,3,,2,3,1,Don't know what it is,,2,1,2,2,3,3,2,2,1,2,,,,Don't know what it is,Don't know what it is,2,3,2
110871465,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,3,Don't know,2,Don't know what it is,,Don't know what it is,1,0,Don't know what it is,,0,0,2,,2,2,2,2,2,2,,,,0,0,0,Don't know what it is,0
110871627,,,2,2,Don't know what it is,Don't know what it is,1,1,1,1,2,1,2,1,2,2,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Other: ,Don't know,2,Don't know what it is,,1,1,1,1,,0,0,0,1,1,1,2,Don't know what it is,Don't know what it is,0,,,,0,0,0,Other: ,Don't know what it is
110872284,,,2,2,2,2,2,2,1,2,2,2,3,0,2,3,3,2,2,2,3,1,3,3,1,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,2,2,1,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1,2,1,,,,1,1,2,2,2
110872473,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1,1,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,2,Don't know what it is,1,Don't know,2,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,2,2,2,2,2,2,2,2,2,2,,,,2,2,2,2,2
110872923,,,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,,,,2,2,2,3,2
110873193,,,Don't know what it is,2,2,Don't know what it is,Don't know what it is,3,2,2,2,1,1,0,1,Don't know what it is,2,2,2,2,0,1,2,1,1,,0,1,1,1,,2,Don't know what it is,2,Don't know what it is,Don't know what it is,2,2,2,Don't know what it is,2,,,,Don't know what it is,Don't know what it is,2,2,2
110873247,,,3,3,2,2,2,2,Don't know what it is,Don't know what it is,Don't know what it is,1,0,2,1,Don't know what it is,2,2,2,2,2,1,1,Don't know what it is,Don't know what it is,,0,Don't know what it is,Don't know what it is,Don't know what it is,,1,2,0,1,1,1,2,2,2,2,,,,1,1,1,1,1
110873517,,,Other: ,1,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Other: ,Don't know what it is,Other: ,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1,Don't know,1,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1
110880618,,,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,Don't know,2,Don't know what it is,,0,1,1,1,,1,2,1,2,1,2,2,2,2,2,,,,1,1,1,2,0
110880978,,,3,3,3,3,Don't know what it is,3,3,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1,2,2,2,,3,Don't know what it is,Don't know what it is,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,3,3,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,3,3
110881014,,,2,3,2,3,2,1,2,2,2,3,2,2,1,3,2,1,2,2,2,1,2,2,1,,2,1,1,2,,2,3,2,2,2,2,2,3,2,2,,,,3,2,2,3,3
110881410,,,3,2,3,2,1,1,1,1,Don't know what it is,Don't know what it is,1,Don't know what it is,3,1,2,1,1,2,2,1,2,1,0,,2,1,1,Don't know what it is,,Don't know what it is,Don't know what it is,1,1,1,1,2,2,Don't know what it is,2,,,,2,2,2,3,2
110882148,,,2,2,1,2,1,3,2,0,2,2,1,0,0,0,1,1,2,2,2,2,1,1,Don't know what it is,,0,1,1,2,,Don't know what it is,Don't know what it is,Don't know what it is,2,2,1,2,2,1,2,,,,0,0,0,2,2
110882337,,,3,1,3,2,2,2,2,2,3,2,2,Don't know what it is,3,2,2,2,1,2,2,2,2,3,3,,2,,2,2,,Don't know what it is,Don't know what it is,2,Don't know what it is,2,2,,1,Don't know what it is,2,,,,2,Don't know what it is,2,Other: ,2
110882967,,,2,2,3,3,3,2,Don't know what it is,1,2,2,Other: ,0,2,2,2,2,3,3,2,1,Don't know,3,Don't know what it is,,1,2,1,2,,2,2,2,2,2,1,3,2,3,1,,,,1,1,1,3,2
110883579,,,2,2,Don't know what it is,Don't know what it is,Don't know what it is,2,Don't know what it is,2,2,2,2,2,2,2,2,2,2,2,2,1,Don't know,1,Don't know what it is,,1,1,1,Don't know what it is,,2,2,2,Don't know what it is,Don't know what it is,2,3,2,2,2,,,,3,3,3,2,3
110883714,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,Don't know,Don't know what it is,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,2,2,2,2,3,3,3,3,2,1,,,,0,0,Don't know what it is,Don't know what it is,2
110911983,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,,,,,Don't know what it is,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,2,1
110912082,,,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,1,2,2,2,,2,2,2,3,,2,2,2,2,3,2,3,3,2,2,,,,2,2,3,3,2
110912721,,,Other: ,2,1,2,Other: ,2,2,Don't know what it is,2,2,2,Don't know what it is,Don't know what it is,2,2,2,2,2,2,1,Don't know,2,1,,2,2,2,2,,1,1,2,2,1,1,2,2,2,1,,,,2,2,2,2,2
110912802,,,3,2,2,1,2,0,2,1,2,3,3,2,3,3,2,2,3,2,1,1,2,2,1,,3,2,3,2,,1,2,3,2,2,2,2,2,2,1,,,,3,2,2,2,3
110912865,,,Don't know what it is,3,2,2,3,0,3,2,2,2,2,0,1,2,0,2,2,2,2,1,Don't know,2,Don't know what it is,,2,2,2,2,,2,2,3,2,2,,2,2,2,2,,,,2,2,2,2,1
110913162,,,3,3,3,3,1,2,3,2,2,2,1,0,2,2,3,2,2,2,1,1,2,2,Don't know what it is,,1,1,1,2,,1,1,2,1,Don't know what it is,0,3,3,1,1,,,,0,0,0,1,0
110913288,,,1,1,2,2,2,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,1,1,0,,0,2,2,2,,2,2,2,2,2,2,3,2,2,2,,,,2,2,2,2,2
110913531,,,0,0,0,Don't know what it is,2,2,0,Don't know what it is,Don't know what it is,0,2,0,0,0,2,1,3,2,0,,Don't know,Don't know what it is,Don't know what it is,,0,0,0,Don't know what it is,,0,0,2,Don't know what it is,3,3,0,3,2,2,,,,0,0,0,Don't know what it is,1
110913963,,,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,3,2,1,2,2,1,,2,2,1,2,,2,2,2,2,2,2,3,3,2,2,,,,2,2,2,2,2
110914035,,,3,1,2,3,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,,1,1,1,1,,2,2,2,2,1,2,2,2,2,2,,,,1,2,2,2,1
110914197,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Other,3,1,3,,3,,3,3,3,Other,,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,2,3
110920119,,,3,3,3,Don't know what it is,Don't know what it is,Other: ,Don't know what it is,2,2,2,2,Don't know what it is,3,3,3,2,2,2,3,1,Don't know,2,Don't know what it is,,3,3,3,3,,1,1,2,Don't know what it is,2,2,1,2,2,2,,,,Don't know what it is,1,1,Don't know what it is,2
